Unique_ID,Voyage,CTD,Date,Year,Month,Day,Lat,Lon,Chl.c3,Chl.c2,Chl.c2_1,Chl.c1,Per,X19but,Fuco,Neox,Pra,Viol,X19hex,Ddx,Allo,Zea,Lut,ChlcMGDG.18,ChlcMGDG.14,Chl.b,DVChla,Tchla,Haptophytes,Pelagophytes,Cryptophytes,Dinoflagellates.A,Syn,Diatoms,Green
K_04625,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.16988,0.33039,0,0,0,0.01556,0.12361,0.01733,0.00492,0.01739,0.64398,0.05383,0,0,0.02074,0,0,0.06252,0,1.26579,1.123201699,0,0,0,0,0.103496718,0.039091584
K_04626,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.06868,0.11642,0,0,0,0.01019,0.04883,0.00701,0.00463,0.00982,0.1471,0.01375,0.00086,0,0.00716,0,0,0.04411,0,0.48461,0.328138649,0.001030585,0.004262629,0,0,0.122939578,0.028238558
K_04627,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.16244,0.33244,0,0,0,0.01661,0.14254,0.0185,0.00556,0.01975,0.67808,0.06072,0.00411,0,0.02183,0,0,0.06478,0,1.26298,0.988316476,0,0.005116691,0,0,0.229105569,0.040441264
K_04628,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.18221,0.36292,0,0,0,0.01738,0.14139,0.01954,0.00482,0.01918,0.76307,0.07956,0,0,0.02433,0,0,0.0541,0,1.40639,1.267752984,0,0,0,0,0.102408799,0.036228217
K_04629,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.15616,0.32729,0,0,0,0.01465,0.11866,0.01732,0.00425,0.01798,0.60399,0.07233,0,0,0.01957,0,0,0.05427,0,1.14706,1.013609544,0,0,0,0,0.099223707,0.034226749
K_04630,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.17375,0.36214,0,0,0,0.01666,0.13359,0.02023,0.00452,0.01762,0.73869,0.08615,0,0,0.02357,0,0,0.05263,0,1.2948,1.175965558,0,0,0,0,0.084434854,0.034399588
K_04631,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.11835,0.24156,0,0,0,0.00968,0.09782,0.01472,0.00699,0.02179,0.36385,0.05079,0.00356,0,0.01508,0,0,0.062,0,0.83942,0.592155363,0,0.011855912,0,0,0.196402909,0.039005816
K_04632,CORSACS,S102,20061116,2006,11,16,-75.99,171.292,0.16505,0.34101,0,0,0,0.01635,0.14747,0.01994,0.00464,0.02007,0.70041,0.08758,0.00324,0,0.02246,0,0,0.05599,0,1.20628,0.951370582,0,0,0,0,0.219237751,0.035671667
K_04633,CORSACS,S103,20061116,2006,11,16,-75.986,173.926,0.01643,0.02886,0,0,0,0.00074,0,0,0,0,0.00403,0,0,0,0,0,0,0.00192,0,0.01443,0.006023879,0.000493972,0,0,0,0,0.007912149
K_04635,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.00509,0.01029,0,0,0,0,0,0,0,0,0.0041,0,0,0,0.00248,0,0,0.002,0,0.01169,0.003774304,0,0,0,0,0,0.007915696
K_04636,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.0244,0.04365,0,0,0,0.00739,0.02432,0.00457,0.00327,0.00622,0.05905,0.00641,0,0,0.00376,0,0,0.02479,0,0.22209,0.151246002,0.004043828,0,0,0,0.052132864,0.014667306
K_04637,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.07347,0.13869,0,0,0.00236,0.01243,0.07978,0.00793,0.00445,0.0123,0.21002,0.02385,0.00451,0,0.00852,0,0,0.04491,0,0.61159,0.552773919,0.002210281,0.001944222,0.001725415,0,0.030115585,0.022820577
K_04638,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.07494,0.13857,0,0,0.00375,0.01246,0.07763,0.00725,0.00411,0.00915,0.21557,0.02449,0.00385,0,0.00891,0,0,0.04326,0,0.64293,0.585469295,0.002156327,0.001683604,0.002819966,0,0.029066692,0.021734117
K_04639,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.0716,0.13328,0,0,0.00506,0.01337,0.08353,0.00777,0.00455,0.01417,0.21633,0.02433,0.00474,0,0.0087,0,0,0.04611,0,0.59055,0.529125699,0.002471667,0.001966926,0.003612958,0,0.030534672,0.022838079
K_04640,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.08848,0.16823,0,0,0.00556,0.01537,0.10666,0.01079,0.00547,0.01549,0.2677,0.02947,0.00517,0,0.01032,0,0,0.06046,0,0.77336,0.693845045,0.002653071,0.002209417,0.00409024,0,0.041049765,0.029512464
K_04641,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.19471,0.38839,0,0,0.00321,0.02215,0.1991,0.01859,0.00681,0.02029,0.81074,0.08432,0.00689,0,0.02505,0,0,0.05399,0,1.40656,0.81686715,0.008635714,0.00355412,0.00667843,0,0.442879578,0.127945008
K_04642,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.20178,0.40266,0,0,0.00266,0.02008,0.19461,0.01975,0.00545,0.02421,0.78478,0.0925,0.00345,0,0.02451,0,0,0.0539,0,1.43555,0.833386228,0.007810137,0.001840347,0.005883517,0,0.466194508,0.120435263
K_04643,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.21586,0.43777,0,0,0.00265,0.02052,0.20649,0.02057,0.00442,0.02153,0.84449,0.09863,0.00717,0,0.02636,0,0,0.05835,0,1.59274,0.901723614,0.007867787,0.003829371,0.005912178,0,0.498377382,0.175029669
K_04644,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.19746,0.401,0,0,0.00239,0.01962,0.1961,0.02057,0.00509,0.02385,0.78668,0.09231,0.0053,0,0.02453,0,0,0.05662,0,1.42053,0.813819476,0.007523126,0.002778106,0.005123845,0,0.458342224,0.132943225
K_04645,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.15775,0.32918,0,0,0.00262,0.01603,0.15745,0.01698,0.00479,0.01997,0.61552,0.0784,0.00574,0,0.01973,0,0,0.05334,0,1.16892,0.622866511,0.006185453,0.002970012,0.005480815,0,0.360714694,0.170702514
K_04646,CORSACS,S103,20061116,2006,11,16,-75.964,173.922,0.20939,0.4203,0,0,0.00285,0.02183,0.20575,0.02263,0.00506,0.02366,0.87767,0.1066,0.00635,0,0.02655,0,0,0.05144,0,1.41359,0.888554022,0.008310533,0.003283532,0.00594907,0,0.456677438,0.050815404
K_04647,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.0156,0.02644,0,0,0,0.00222,0.00044,0,0,0,0.01413,0,0,0,0.00271,0,0,0.00199,0,0.03331,0.022961879,0.000266067,0,0,0,0,0.010082054
K_04648,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.10956,0.16909,0,0,0.00628,0.01673,0.09906,0.00596,0.00392,0.00922,0.24921,0.02754,0.00217,0,0.01019,0,0,0.03384,0,0.95707,0.882992656,0.003279701,0.00108594,0.005436492,0,0.042020039,0.022255172
K_04649,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.11575,0.20203,0,0,0.00625,0.01126,0.09666,0.00713,0.0043,0.0105,0.23602,0.02786,0.00258,0,0.01028,0,0,0.04626,0,0.98188,0.901337026,0.001118799,0.00133906,0.00560551,0,0.044847916,0.02763169
K_04650,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.11736,0.23527,0,0,0.00588,0.01006,0.09597,0.00771,0.0043,0.0113,0.27322,0.02876,0.00414,0,0.01142,0,0,0.05027,0,1.04125,0.963010228,0.000229495,0.002062735,0.005079384,0,0.041855305,0.029012854
K_04651,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.13683,0.28933,0,0,0.00619,0.01271,0.14278,0.01088,0.0042,0.01227,0.40126,0.03947,0.0053,0,0.01524,0,0,0.0662,0,1.23972,1.140150403,0.000120799,0.002365278,0.004762098,0,0.058506548,0.033814875
K_04652,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.18085,0.37961,0,0,0.00812,0.0155,0.18816,0.01673,0.00568,0.01698,0.63245,0.05683,0.00508,0,0.02199,0,0,0.07479,0,1.43066,0.651187164,0.005906445,0.002655136,0.017309162,0,0.467577597,0.286024495
K_04653,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.20373,0.43569,0,0,0.0087,0.01651,0.21304,0.01988,0.0061,0.02139,0.72663,0.07081,0.00624,0,0.02557,0,0,0.08382,0,1.62566,0.742244776,0.006140456,0.003247186,0.018443834,0,0.526479074,0.329104675
K_04654,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.19682,0.42013,0,0,0.00861,0.01481,0.1931,0.01792,0.00473,0.01966,0.65257,0.06724,0.00654,0,0.02303,0,0,0.07725,0,1.4758,0.667905207,0.005507804,0.003407275,0.018280423,0,0.479633397,0.301065894
K_04655,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.21148,0.45227,0,0,0.00858,0.01613,0.21042,0.01935,0.00505,0.02178,0.72502,0.08119,0.00647,0,0.02515,0,0,0.08283,0,1.62761,0.747921463,0.005966117,0.00338519,0.018313734,0,0.524576097,0.327447399
K_04656,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.19348,0.41661,0,0,0.00788,0.01477,0.19649,0.01774,0.0046,0.01817,0.67756,0.07251,0.00602,0,0.02374,0,0,0.07309,0,1.50864,0.699779346,0.005426599,0.003151784,0.01683348,0,0.491222056,0.292226735
K_04657,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.25866,0.53063,0,0,0.00881,0.01985,0.25449,0.02175,0.00596,0.02701,0.90263,0.11355,0.00725,0,0.03055,0,0,0.08517,0,1.88803,0.921788476,0.007302722,0.003771594,0.0186644,0,0.622559914,0.313942894
K_04658,CORSACS,S104,20061117,2006,11,17,-76,174.55,0.21156,0.45033,0,0,0.00843,0.01555,0.20664,0.01839,0.00545,0.02225,0.70104,0.08013,0.00531,0,0.02429,0,0,0.08116,0,1.60823,0.732935519,0.005754991,0.002799183,0.018160449,0,0.524922008,0.32365785
K_04659,CORSACS,S105,20061117,2006,11,17,-76.002,175.166,0.02263,0.03903,0,0,0,0,0.00105,0,0,0,0.00935,0,0,0,0.00263,0,0,0.00372,0,0.02273,0.009102327,0,0,0,0,0.000499834,0.013127839
K_04660,CORSACS,S105,20061117,2006,11,17,-76.002,175.166,0.01354,0.02524,0,0,0,0.00253,0,0,0,0,0.00597,0,0,0,0,0,0,0.00211,0,0.01332,0.006165856,0.001195831,0,0,0,0,0.005958313
K_04661,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.02069,0.03083,0,0,0,0.00986,0.01346,0.00712,0.00502,0.01014,0.05383,0.00368,0.00171,0,0.00371,0,0,0.04018,0,0.14506,0.092321199,0.004580017,0.001493036,6.14E-06,0,0.00203154,0.044628069
K_04662,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.01028,0.01573,0,0,0,0.00139,0.00058,0,0,0,0.00624,0,0,0,0.00257,0,0,0.00465,0,0.0193,0.006393107,0.000387322,0,0,0,0,0.012519571
K_04663,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.03238,0.0735,0,0,0.00282,0.00668,0.0586,0.01127,0.00777,0.0212,0.09025,0.0129,0.00409,0,0.00552,0,0,0.07159,0,0.31742,0.251973041,0.001452791,0.001835844,0.002181482,0,0.026649577,0.033327265
K_04664,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.05312,0.09862,0,0.01274,0.00181,0.0065,0.08128,0.01226,0.00726,0.02484,0.13854,0.02596,0.00666,0,0.00664,0,0,0.07441,0,0.41585,0.341514492,0.000888204,0.002810793,0.001286676,0,0.035478396,0.033871437
K_04665,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.04408,0.11658,0,0,0.00092,0.00668,0.08574,0.01244,0.00716,0.02594,0.16023,0.02879,0.00651,0.00192,0.0112,0,0,0.08868,0,0.53663,0.276873184,0.000816164,0.005726772,0.001017349,0,0.063235919,0.188960611
K_04666,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.00798,0.11084,0,0,0,0.00685,0.08493,0.01358,0.00792,0.03177,0.14608,0.02767,0.00783,0.00192,0.01128,0,0,0,0.47627,0.01928,0.008692956,0,0,0,0,0.010587044,0
K_04667,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.04356,0.11689,0,0,0,0.00663,0.08485,0.01252,0.0071,0.0296,0.14633,0.02745,0.00679,0.00206,0.0109,0,0,0.08521,0,0.49359,0.248773779,0.001032994,0.005871405,1.56E-05,0,0.061850748,0.17604543
K_04668,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.0421,0.10102,0,0,0.00165,0.00651,0.07946,0.01219,0.00698,0.02696,0.125,0.02566,0.00745,0.00196,0.01016,0,0,0.07627,0,0.39487,0.207022094,0.001326435,0.006270302,0.001704593,0,0.056484925,0.122061651
K_04669,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.03584,0.10655,0,0,0.00237,0.00815,0.0935,0.01348,0.00845,0.02762,0.13869,0.02806,0.00829,0.00307,0.01127,0,0,0.09351,0,0.47002,0.226478612,0.00195367,0.006877814,0.002407597,0,0.065361274,0.166941034
K_04670,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.04084,0.10518,0,0,0.00201,0.00785,0.09016,0.01287,0.00802,0.02666,0.13833,0.02855,0.00868,0.00291,0.0111,0,0,0.08829,0,0.45732,0.226081331,0.00179953,0.007207812,0.002043104,0,0.062979831,0.157208392
K_04671,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.02991,0.08987,0,0,0.00196,0.00659,0.07949,0.01158,0.00766,0.02541,0.09625,0.02284,0.00688,0.00214,0.0096,0,0,0.08441,0,0.38638,0.158889342,0.001877976,0.005771501,0.002016969,0,0.056930887,0.160893325
K_04672,CORSACS,S105,20061117,2006,11,17,-75.992,175.145,0.0402,0.10297,0,0,0,0.00739,0.09187,0.01338,0.00757,0.02688,0.14669,0.03108,0.00908,0.00283,0.0111,0,0,0.08698,0,0.46494,0.242909316,0.001419979,0.007641052,5.46E-07,0,0.06535422,0.147614887
K_04673,CORSACS,S106,20061117,2006,11,17,-75.995,177.772,0.00965,0.01364,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0.00181,0,0.00766,0.001097951,0,0,0,0,0,0.006562049
K_04675,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.02447,0.02844,0,0,0,0.00799,0.01989,0.00457,0.00299,0.00509,0.06543,0.0058,0.00207,0,0.00409,0,0,0.01981,0,0.13844,0.109045438,0.003218562,0.001753668,1.20E-06,0,0.0084184,0.016002735
K_04676,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.05557,0.09208,0,0,0,0.00728,0.05049,0.0083,0.00587,0.01379,0.12131,0.01241,0.00214,0,0.00616,0,0,0.06207,0,0.47703,0.283282834,9.05E-05,0.01345792,0,0,0.142380118,0.037818674
K_04677,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.11674,0.29885,0,0,0,0.01017,0.19081,0.01982,0.00713,0.03715,0.45182,0.05533,0.00981,0,0.01577,0,0,0.14091,0,1.34125,0.761120478,0,0.046566254,0,0,0.455767038,0.07779623
K_04678,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.12575,0.31467,0,0,0.00444,0.01038,0.20308,0.02027,0.00889,0.03427,0.46141,0.05618,0.01449,0,0.01609,0,0,0.14261,0,1.30927,1.152214994,0,0.006171337,0.003171081,0,0.086391981,0.061320608
K_04679,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.11988,0.31223,0,0,0.00487,0.01001,0.19196,0.01981,0.00815,0.03415,0.44537,0.05145,0.00962,0,0.02033,0,0,0.13894,0,1.25632,1.105618217,0,0.004071202,0.003482287,0,0.080974154,0.06217414
K_04680,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.13087,0.33919,0,0,0.00436,0.01001,0.19424,0.01992,0.00827,0.03324,0.47893,0.05292,0.00969,0,0.02134,0,0,0.14627,0,1.33592,1.183911149,0,0.004097608,0.003095612,0,0.080585677,0.064229955
K_04681,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.12962,0.34137,0,0,0.00638,0.0101,0.21479,0.02046,0.00862,0.03805,0.43945,0.05804,0.01069,0,0.02021,0,0,0.15315,0,1.379,1.20134836,0,0.004767587,0.00487144,0,0.097717462,0.070295151
K_04682,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.13523,0.34355,0,0,0.00408,0.01036,0.19174,0.02036,0.00864,0.03597,0.47469,0.05672,0.01014,0,0.02128,0,0,0.14161,0,1.30572,1.156341057,0,0.004249106,0.002855708,0,0.078756989,0.06351714
K_04683,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.13372,0.34251,0,0,0.00486,0.0101,0.19481,0.02106,0.00922,0.04348,0.48372,0.06022,0.00932,0,0.01735,0,0,0.14397,0,1.34789,1.194835298,0,0.003937389,0.003463064,0,0.080624359,0.06502989
K_04684,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.12459,0.32293,0,0,0.00417,0.009,0.19059,0.0195,0.00751,0.03518,0.44157,0.05489,0.00896,0,0.02101,0,0,0.14224,0,1.30762,1.152748988,0,0.003908389,0.003075689,0,0.082636154,0.065250781
K_04685,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.10348,0.29495,0,0,0.00477,0.00789,0.19472,0.01757,0.00751,0.03235,0.31818,0.05106,0.00916,0,0.01698,0,0,0.14478,0,1.18675,1.011536188,0,0.004399896,0.003959443,0,0.098839555,0.068014918
K_04686,CORSACS,S106,20061117,2006,11,17,-75.996,177.733,0.12241,0.32386,0,0,0.0037,0.00902,0.20503,0.0194,0.0082,0.03825,0.42455,0.05495,0.00858,0,0.01531,0,0,0.14366,0,1.30284,1.139397868,0,0.003794477,0.002766529,0,0.092570033,0.064311092
K_04687,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.01391,0.02973,0,0,0,0.00619,0,0,0,0,0.01874,0.00015,0,0,0.00291,0,0,0.00327,0,0.03469,0.019026955,0.002859522,0,0,0,0,0.012803523
K_04688,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.02643,0.03098,0,0,0,0.01617,0.01774,0.00504,0.00329,0.00517,0.04913,0.0037,0.00221,0.0013,0.00386,0,0,0.02342,0,0.11699,0.078416895,0.007680756,0.001790929,0,0,0.000556446,0.028544975
K_04689,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.0248,0.03469,0,0,0.00179,0.01413,0.02246,0.00598,0.00429,0.00945,0.0476,0.00424,0.00309,0,0.00378,0,0,0.03854,0,0.13922,0.079902301,0.006963489,0.002636362,0.001875348,0,0.006137431,0.04170507
K_04690,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.01874,0.02745,0,0,0.00229,0.01066,0.01734,0.00642,0.00421,0.00873,0.03742,0.00314,0.00278,0.0013,0.00345,0,0,0.03228,0,0.11548,0.059253127,0.004940552,0.002236267,0.002258657,0,0.004632358,0.042159039
K_04691,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.02767,0.04682,0,0,0.00475,0.01068,0.05126,0.0126,0.01047,0.01844,0.05581,0.00726,0.00293,0.00131,0.00389,0,0,0.07569,0,0.24049,0.087249848,0.004585187,0.002323437,0.004627031,0,0.030185289,0.111519207
K_04692,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.0403,0.13573,0,0,0.00389,0.00808,0.17331,0.00949,0.00502,0.01329,0.10664,0,0.00439,0,0.00587,0,0,0.058,0,0.60087,0.455545048,0.001685257,0.002346422,0.003623308,0,0.106321919,0.031348046
K_04693,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.05775,0.23426,0,0,0.00307,0.0084,0.2858,0.01234,0.00524,0.01953,0.20807,0.05309,0.00947,0,0.00878,0,0,0.08206,0,0.9873,0.769835881,0.000386604,0.004796566,0.002716231,0,0.16781843,0.041746288
K_04694,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.07305,0.29839,0,0,0.003,0.00823,0.32483,0.01423,0.00616,0.02443,0.23504,0.06134,0.01265,0.00193,0.01395,0,0,0.09098,0,1.12037,0.804422752,0,0.009926169,0.002479779,0,0.222346486,0.081194814
K_04695,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.07268,0.29094,0,0,0.0035,0.00827,0.33806,0.01445,0.00547,0.02411,0.24468,0.06805,0.01086,0.00179,0.01421,0,0,0.09023,0,1.12848,0.812229411,0,0.008442619,0.002861429,0,0.229681605,0.075264937
K_04696,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.06652,0.29147,0,0,0.00304,0.00785,0.36043,0.01364,0.00517,0.02297,0.22314,0.07417,0.01126,0.00215,0.01406,0,0,0.09471,0,1.16608,0.800378086,0,0.00897954,0.002563722,0,0.256371855,0.097786798
K_04697,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.07464,0.29387,0,0,0.00324,0.00748,0.32338,0.01203,0.00509,0.02077,0.20882,0.06876,0.00973,0.00192,0.01319,0,0,0.08411,0,1.04521,0.733255467,0,0.007695641,0.002703661,0,0.226839432,0.074715799
K_04698,CORSACS,S107,20061118,2006,11,18,-74.996,178.395,0.07037,0.29046,0,0,0.00287,0.00773,0.34755,0.01416,0.00572,0.02162,0.21577,0.06905,0.01061,0.00206,0.0137,0,0,0.09162,0,1.09712,0.732620541,0,0.00829221,0.002360608,0,0.242575861,0.111270781
K_04699,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02726,0.06358,0,0,0.00197,0.01604,0.0656,0.00436,0.00311,0.00911,0.05967,0.01859,0.0054,0.00199,0.00669,0,0,0.02673,0,0.22569,0.096957528,0.007563191,0.004458911,0.001992955,0,0.038558534,0.076158881
K_04700,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.0291,0.06736,0,0,0.0022,0.01456,0.07084,0.0051,0.00309,0.01207,0.06311,0.02337,0.0088,0.00213,0.00706,0,0,0.03256,0,0.23751,0.10167072,0.006654109,0.007206752,0.002205292,0,0.043427122,0.076346004
K_04701,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02399,0.06817,0,0,0.0022,0.01394,0.06967,0.00512,0.00302,0.01182,0.06432,0.02468,0.00901,0.00215,0.00688,0,0,0.03321,0,0.25114,0.105411361,0.006406811,0.00750473,0.002246548,0,0.04367398,0.08589657
K_04702,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02468,0.06555,0,0,0.00195,0.01433,0.07517,0.00484,0.00307,0.01195,0.06574,0.02569,0.00979,0.00214,0.0071,0,0,0.03504,0,0.26917,0.107935656,0.006604329,0.008169277,0.00199486,0,0.047842756,0.096623121
K_04703,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02695,0.07047,0,0,0.00252,0.01471,0.07867,0.00533,0.00313,0.01397,0.06671,0.02703,0.00997,0.00202,0.00702,0,0,0.0344,0,0.25984,0.108500747,0.006732474,0.008242519,0.002552636,0,0.049880589,0.083931035
K_04704,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02802,0.07302,0,0,0.00165,0.01381,0.08344,0.00584,0.00314,0.01329,0.06515,0.02797,0.01021,0.00191,0.00707,0,0,0.03427,0,0.27306,0.109774885,0.006490197,0.008739776,0.00173821,0,0.056317506,0.089999425
K_04705,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.0194,0.05997,0,0,0.00182,0.01184,0.07559,0.00484,0.00299,0.01233,0.06039,0.02701,0.00971,0.00213,0.00695,0,0,0.0336,0,0.26689,0.100019388,0.005393526,0.008172329,0.001880022,0,0.05066647,0.100758266
K_04706,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.01911,0.06329,0,0,0.00157,0.01193,0.07792,0.00556,0.00277,0.01317,0.06013,0.02832,0.00977,0.00217,0.00742,0,0,0.03219,0,0.2576,0.100785832,0.005509189,0.008319917,0.001644016,0,0.053105873,0.088235172
K_04707,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.02092,0.06473,0,0,0.0017,0.01217,0.07725,0.00564,0.00321,0.01484,0.06495,0.02999,0.01026,0.00215,0.00714,0,0,0.0328,0,0.26592,0.106921752,0.005461132,0.00858392,0.001744077,0,0.05134553,0.091863588
K_04708,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.01996,0.06079,0,0,0.00189,0.01085,0.08121,0.0055,0.00296,0.01203,0.05845,0.02912,0.00991,0.00249,0.00745,0,0,0.03133,0,0.25498,0.096425357,0.004868915,0.008308449,0.001943805,0,0.055833864,0.087599611
K_04709,CORSACS,S108,20061118,2006,11,18,-76.011,-179.004,0.01949,0.05817,0,0,0.00133,0.01165,0.07864,0.00552,0.00293,0.01134,0.0624,0.02875,0.01003,0.00215,0.00724,0,0,0.03257,0,0.26614,0.105396961,0.005352014,0.00860608,0.001406057,0,0.054269755,0.091109134
K_04711,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.00994,0.01295,0,0,0,0.0049,0.00375,0,0,0,0.0221,0.00181,0,0,0.00293,0,0,0.00396,0,0.0483,0.029336177,0.001993322,0,0,0,0.002611959,0.014358543
K_04712,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.06191,0.11843,0,0,0,0.0052,0.06218,0.00505,0.00293,0.00521,0.13686,0.02096,0,0,0.00656,0,0,0.01934,0,0.63365,0.364568679,0,0,0.000867601,0,0.169667844,0.098545877
K_04713,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.07423,0.15757,0,0,0,0.00629,0.09089,0.00673,0.00354,0.00853,0.16063,0.02699,0.00209,0,0.00744,0,0,0.02613,0,0.79221,0.429283808,0,0.019568789,0,0,0.320090177,0.023267226
K_04714,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.08492,0.19322,0,0,0,0.00716,0.12428,0.00709,0.00343,0.0084,0.19137,0.03376,0.00263,0,0.00818,0,0,0.03525,0,0.9323,0.470616232,0,0.02105344,0,0,0.413146904,0.027483424
K_04715,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.08086,0.22495,0,0,0,0.00774,0.16515,0.00897,0.00486,0.01228,0.24988,0.04484,0.00291,0,0.00982,0,0,0.04657,0,1.17227,0.58020907,0,0.022024368,0,0,0.535048176,0.034988386
K_04716,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.10086,0.26393,0,0,0,0.0082,0.16637,0.00894,0.00427,0.01105,0.25389,0.0468,0.00294,0,0.01,0,0,0.0491,0,1.19173,0.593635552,0,0.022377262,0,0,0.539540986,0.036176199
K_04717,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.10039,0.27166,0,0,0,0.00845,0.17159,0.00783,0.00463,0.01212,0.25511,0.04979,0.003,0,0.0101,0,0,0.04799,0,1.19171,0.586168291,0,0.021806309,0,0,0.54817724,0.035558159
K_04718,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.08315,0.23315,0,0,0,0.00729,0.15734,0.00738,0.00433,0.01048,0.21293,0.0451,0.00294,0,0.00868,0,0,0.04736,0,1.12994,0.532085094,0,0.024878349,0,0,0.537746893,0.035229664
K_04719,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.08381,0.24007,0,0,0,0.00738,0.16186,0.00758,0.00417,0.01058,0.20983,0.04601,0.00291,0,0.0083,0,0,0.04677,0,1.03274,0.471356788,0,0.019735536,0,0,0.509255766,0.03239191
K_04720,CORSACS,S109,20061118,2006,11,18,-76.999,178,0.09114,0.25675,0,0,0,0.00748,0.17259,0.00884,0.00429,0.01041,0.21346,0.04875,0.00302,0,0.00846,0,0,0.04872,0,1.13063,0.505963317,0,0.022870366,0,0,0.567311546,0.034484772
