Unique_ID,Voyage,CTD,Date,Year,Month,Day,Lat,Lon,Chl.c3,Chl.c2,Chl.c2_1,Chl.c1,Per,X19but,Fuco,Neox,Pra,Viol,X19hex,Ddx,Allo,Zea,Lut,ChlcMGDG.18,ChlcMGDG.14,Chl.b,DVChla,Tchla,Haptophytes,Pelagophytes,Cryptophytes,Dinoflagellates.A,Syn,Diatoms,Green
K_00001,nbp97_8,U.S. JGOFS AESOPS,19970101,1997,1,1,-76.5305,169.161,0,0,0,0,0,0,0.2445,0,0,0.0072,0.0534,0.1344,0.0081,0,0.0042,0,0,0.0097,0,0.8984,0.119083109,0,0.045143513,0,0,0.718220907,0.015952471
K_00002,nbp97_8,U.S. JGOFS AESOPS,19970101,1997,1,1,-76.5305,169.161,0,0,0,0,0,0.0319,0.3069,0,0,0,0.0551,0.1529,0,0,0,0,0,0,0,0.9145,0.388143703,0.038873659,0,0,0,0.487482638,0
K_00003,nbp97_8,U.S. JGOFS AESOPS,19970101,1997,1,1,-76.5305,169.161,0,0,0,0,0,0,0.3927,0,0,0,0.0782,0.094,0,0,0.004,0,0,0.0684,0,0.9994,0.524341871,0,9.51E-05,0,0,0.410255244,0.06470777
K_00004,nbp97_8,U.S. JGOFS AESOPS,19970101,1997,1,1,-76.5305,169.161,0,0,0,0,0,0.0115,0.4807,0,0,0,0.0915,0.0931,0,0,0,0,0,0.0697,0,1.1739,0.391705599,0,0,0.000121539,0,0.690279136,0.091793726
K_00005,nbp97_8,U.S. JGOFS AESOPS,19970101,1997,1,1,-76.5305,169.161,0,0,0,0,0.0171,0.0141,0.5825,0,0,0,0.0932,0.08,0,0,0.0017,0,0,0.0465,0,1.3089,0.26843227,0.023736225,0,0.012500065,0,0.977653359,0.02657808
K_00006,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.029,0,0.032,0,0.005,0.025,0.077,0,0,0.003,0.052,0.012,0.001,0.002,0,0,0,0.019,0,0.206,0.03362758,0.04046119,0.000891357,0.004103993,0.005042361,0.098549898,0.023323619
K_00007,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.04,0,0.059,0,0.011,0.027,0.125,0,0,0.005,0.073,0.024,0.002,0.002,0,0,0,0.019,0,0.296,0.046152032,0.039745185,0.001736933,0.00882393,0.004630355,0.171455182,0.023456383
K_00008,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.044,0,0.074,0,0.013,0.03,0.139,0,0,0.005,0.098,0.043,0.003,0.002,0,0,0,0.022,0,0.356,0.065192258,0.043313096,0.002756577,0.010978838,0.004559723,0.200889063,0.028310446
K_00009,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.046,0,0.076,0,0.013,0.03,0.14,0,0,0.006,0.098,0.042,0.003,0.002,0,0,0,0.022,0,0.343,0.062568473,0.041574195,0.002634804,0.010532051,0.003920751,0.194272193,0.027497532
K_00010,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.046,0,0.072,0,0.014,0.029,0.141,0,0,0.006,0.099,0.043,0.004,0.002,0,0,0,0.022,0,0.357,0.065150672,0.040635552,0.003629496,0.011694576,0.004334851,0.20320874,0.028346113
K_00011,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.045,0,0.076,0,0.014,0.031,0.141,0,0,0.006,0.095,0.042,0.003,0.002,0,0,0,0.023,0,0.34,0.059672703,0.043370513,0.002588075,0.011157314,0.003462026,0.191556193,0.028193177
K_00012,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.047,0,0.078,0,0.013,0.032,0.142,0,0,0.006,0.103,0.044,0.004,0.002,0,0,0,0.021,0,0.34,0.063911655,0.043368521,0.003407688,0.010232406,0.003798373,0.189687689,0.025593669
K_00013,rr_6,U.S. JGOFS AESOPS,19970101,1997,1,1,-60.4998,-168.9998,0.046,0,0.076,0,0.013,0.029,0.144,0,0,0.006,0.095,0.043,0.003,0.002,0,0,0,0.022,0,0.348,0.060774673,0.040220967,0.002640601,0.010553403,0.003946797,0.202310712,0.027552847
K_00014,nbp97_1,U.S. JGOFS AESOPS,19970103,1997,1,3,-77.9921,-176.0498,0,0,0,0,0.0446,0,0.1701,0,0,0,0.1528,0.0109,0,0,0,0,0,0.0079,0,0.3562,0.170911571,0,0,0.029889008,0,0.149711105,0.005688316
K_00015,nbp97_1,U.S. JGOFS AESOPS,19970103,1997,1,3,-77.9921,-176.0498,0.0843,0,0,0,0.0465,0.0074,0.2125,0,0.0471,0,0.1833,0.0746,0.009,0,0,0,0,0.0121,0,0.4012,0.190686808,0,0.008524272,0.043696863,0,0.15175527,0.006536787
K_00016,nbp97_1,U.S. JGOFS AESOPS,19970103,1997,1,3,-77.9921,-176.0498,0.079,0,0,0,0.0404,0.0155,0.218,0,0,0,0.2192,0.0768,0.0075,0,0,0,0,0.0318,0,0.5091,0.11379064,0.020903774,0.006289174,0.030703746,0,0.261265525,0.076147142
K_00017,nbp97_1,U.S. JGOFS AESOPS,19970103,1997,1,3,-77.9921,-176.0498,0.0839,0,0,0,0.0592,0.0132,0.2281,0,0,0,0.185,0.0629,0.0098,0,0,0,0,0.0253,0,0.448,0.08477852,0.015777544,0.007140824,0.039837651,0,0.247113712,0.053351749
K_00018,nbp97_1,U.S. JGOFS AESOPS,19970103,1997,1,3,-77.9921,-176.0498,1.4193,0,0,0,0.1253,0.0188,0.4031,0,0,0,0.2689,0.1039,0.0091,0,0,0,0,0.03,0,0.7624,0.125335249,0.022587561,0.006724636,0.085745899,0,0.45768892,0.064317734
K_00019,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0,0,0,0,0,0.0101,0.0529,0,0,0,0.0278,0.0052,0.0185,0,0.0167,0,0,0.0705,0,0.1637,0.01609879,0.019345844,0.031519481,0,0,0.045183639,0.051552246
K_00020,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0,0,0,0,0,0.0025,0.0656,0,0,0.011,0.037,0.0247,0,0,0,0,0,0.076,0,0.2869,0.050417301,0,0,0,0,0.089990239,0.14649246
K_00021,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0.0089,0,0,0,0,0.0089,0.066,0,0.0133,0.0138,0.0409,0.0314,0.0017,0,0.0015,0,0,0.0434,0,0.2309,0.048571871,0.011846774,0.012834104,9.89E-06,0,0.068570356,0.089067001
K_00022,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0.0091,0,0,0,0,0.0136,0.0699,0,0.0128,0.0086,0.0514,0.0139,0,0,0,0,0,0.0746,0,0.3082,0.072849669,0.003372898,0,0,0,0.0892461,0.142731333
K_00023,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0,0,0,0,0,0.0273,0.0808,0,0.0067,0.0056,0.0588,0.0093,0,0,0,0,0,0.0612,0,0.2914,0.080682936,0.007866955,0,0,0,0.089489267,0.113360843
K_00024,nbp97_8,U.S. JGOFS AESOPS,19970103,1997,1,3,-76.4977,-178.0187,0.0047,0,0,0,0,0.0059,0.0833,0,0.0116,0.0125,0.0382,0.0346,0.0044,0,0.004,0,0,0.0633,0,0.2603,0.036554358,0.005178643,0.023927354,0,0,0.07972131,0.114918334
K_00025,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.0644,0,0,0,0.0264,0.0315,0.0768,0,0,0,0.9053,0.2048,0.0524,0,0,0,0,0,0,1.373,1.211953468,0.020690427,0.050771076,0.026088843,0,0.063496187,0
K_00026,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.2074,0,0,0,0,0.0136,0.0956,0,0.042,0,0.9272,0.1842,0.0501,0,0,0,0,0.0417,0,1.3211,1.256662796,0,0.022185374,0,0,0.013744798,0.028507032
K_00027,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.2096,0,0,0,0,0.0897,0.0967,0,0,0,0.9733,0.1752,0.0403,0,0,0,0,0.0649,0,1.2641,1.031801028,0.041389478,0.102630427,0,0,0,0.088279068
K_00028,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.2201,0,0,0,0,0.0177,0.1036,0,0,0,0.9886,0.1876,0.0403,0,0,0,0,0.0945,0,1.3642,1.022212897,0,0.102439379,0,0,0.110981397,0.128566326
K_00029,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.2689,0,0,0,0,0.055,0.135,0,0,0,1.1819,0.236,0.0857,0,0,0,0,0.0726,0,1.677,1.240761239,0.016981098,0.217894397,0,0,0.103136161,0.098227106
K_00030,nbp97_1,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5019,175.9985,0.2919,0,0,0,0,0.0744,0.1556,0,0,0,1.6352,0.1597,0.0654,0,0,0,0,0.0351,0,2.0562,1.714689738,0.022378956,0.165583756,0,0,0.106962233,0.046585318
K_00031,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.259,0,0,0,0.0229,0.0392,0.434,0,0,0.0102,2.0044,0.3712,0.0973,0,0,0,0,0.0363,0,4.0338,3.324399445,0.020348324,0.101158055,0.024197773,0,0.563696404,0
K_00032,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.3713,0,0,0,0.0444,0.0366,0.4385,0,0.0315,0,2.1138,0.2772,0.0853,0,0.0131,0,0,0.0258,0,3.7277,2.838059976,0.038274533,0.323486748,0.032251646,0,0.375284128,0.12034297
K_00033,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.2441,0,0,0,0.0365,0.0355,0.4629,0,0.0177,0.0094,2.0656,0.3817,0.0953,0,0.0288,0,0,0.0467,0,3.983,2.878962221,0.036173677,0.364420337,0.026746644,0,0.413728623,0.262968499
K_00034,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.3723,0,0,0,0,0.0256,0.481,0,0,0,2.1409,0.1758,0.0791,0,0,0,0,0.0296,0,4.1488,2.813002325,0,0.553401634,0,0,0.74983313,0.03256291
K_00035,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.4025,0,0,0,0,0.0559,0.6182,0,0.0449,0,2.9375,0.4607,0.1217,0,0,0,0,0.0695,0,5.6954,3.981993845,0.010294062,0.059621428,0.000919459,0,1.642571206,0
K_00036,nbp97_8,U.S. JGOFS AESOPS,19970104,1997,1,4,-76.5038,173.2388,0.5209,0,0,0,0.0595,0.0653,0.6316,0,0.0154,0.0034,2.9022,0.5234,0.1258,0,0.0019,0,0,0.0666,0,5.451,4.195430528,0.08123497,0.486114919,0.044010763,0,0.563415174,0.080793646
K_00037,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.035,0,0.054,0,0.007,0.035,0.081,0,0,0.009,0.09,0.027,0.002,0.002,0,0,0,0.033,0,0.251,0.057122023,0.052543849,0.001744909,0.005636646,0.000898882,0.092049067,0.041004625
K_00038,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.036,0,0.054,0,0.006,0.035,0.085,0,0,0.01,0.093,0.028,0.001,0.002,0,0,0,0.037,0,0.26,0.058756826,0.051774175,0.000866324,0.004808395,0,0.098060626,0.045733654
K_00039,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.039,0,0.059,0,0.008,0.034,0.085,0,0,0.008,0.09,0.027,0.002,0.002,0,0,0,0.032,0,0.241,0.053843468,0.047693118,0.00163394,0.006065909,0.000778828,0.093725888,0.037258851
K_00040,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.038,0,0.056,0,0.008,0.034,0.086,0,0,0.008,0.089,0.027,0.001,0.002,0,0,0,0.035,0,0.256,0.055803079,0.050150955,0.000858211,0.006362641,0.000378243,0.099983743,0.042463128
K_00041,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.038,0,0.058,0,0.008,0.036,0.087,0,0,0.009,0.093,0.028,0.001,0.002,0,0,0,0.033,0,0.261,0.058626848,0.053605423,0.00086392,0.006397657,0.000842258,0.099936165,0.04072773
K_00042,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.039,0,0.055,0,0.007,0.035,0.088,0,0,0.011,0.09,0.027,0.002,0.002,0,0,0,0.033,0,0.26,0.056530155,0.052001877,0.001724638,0.005576838,0.000672954,0.102262497,0.041231039
K_00043,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.038,0,0.055,0,0.008,0.035,0.088,0,0,0.009,0.092,0.027,0.002,0.002,0,0,0,0.032,0,0.27,0.059852146,0.053488389,0.001793726,0.006606423,0.00135547,0.106057327,0.04084652
K_00044,rr_6,U.S. JGOFS AESOPS,19970104,1997,1,4,-59.3333,-169.9833,0.037,0,0.049,0,0.007,0.036,0.089,0,0,0.007,0.089,0.024,0.001,0.002,0,0,0,0.033,0,0.284,0.060824774,0.058857485,0.000955859,0.006080212,0.001701247,0.112142313,0.043438109
K_00045,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0263,-174.662,0.066,0,0.115,0,0.01,0.022,0.26,0,0,0,0.069,0.023,0.002,0.003,0,0,0,0.045,0,0.458,0.210104448,0.011534209,0.01298685,0.007157789,0,0.181782092,0.034434612
K_00046,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0302,-174.7135,0.105,0,0.2,0,0.035,0.044,0.339,0,0,0,0.189,0.099,0.007,0.005,0,0,0,0.07,0,0.704,0.555709179,0.016450738,0.043226372,0.024223175,0,0.012576661,0.051813874
K_00047,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0302,-174.7135,0.106,0,0.184,0,0.034,0.042,0.348,0,0,0,0.185,0.098,0.007,0.005,0,0,0,0.061,0,0.749,0.569162019,0.015944107,0.046613495,0.024571265,0.003496648,0.042077359,0.047135106
K_00048,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0263,-174.662,0.126,0,0.178,0,0.023,0.039,0.428,0,0,0,0.118,0.049,0.003,0.003,0,0,0,0.055,0,0.812,0.38467201,0.022456536,0.023177232,0.017533839,0,0.319423664,0.04473672
K_00049,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0302,-174.7135,0.133,0,0.263,0,0.041,0.045,0.469,0,0,0,0.21,0.107,0.008,0.004,0,0,0,0.056,0,0.848,0.597781483,0.014382426,0.04662352,0.027523151,0,0.121495703,0.040193717
K_00050,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0263,-174.662,0.128,0,0.286,0,0.042,0.045,0.506,0,0,0,0.235,0.107,0.004,0.004,0,0,0,0.055,0,0.89,0.671391138,0.011664393,0.02190872,0.028283002,0,0.117149896,0.039602852
K_00051,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0263,-174.662,0.134,0,0.257,0,0.019,0.049,0.532,0,0,0,0.178,0.066,0.003,0.004,0,0,0,0.049,0,1.005,0.576341152,0.024354497,0.023300614,0.0144158,0.004167777,0.322721544,0.039698616
K_00052,rr_7,U.S. JGOFS AESOPS,19970105,1997,1,5,-53.0263,-174.662,0.144,0,0.296,0,0.028,0.051,0.567,0,0,0,0.224,0.077,0.004,0.004,0,0,0,0.055,0,0.99,0.662091487,0.018600618,0.023881001,0.019475294,0,0.225028934,0.040922666
K_00053,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.1552,163.3735,0,0,0,0,0.0419,0,0,0,0,0,0.011,0.118,0.0819,0,0,0,0,0,0,0.8921,0.270020162,0,0.606983538,0,0,0.015096301,0
K_00054,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.1552,163.3735,0.1357,0,0,0,0.0778,0,0.0949,0,0,0,0,0.1797,0.0884,0,0,0,0,0.0376,0,1.5814,0,0.000874314,0.721401008,0.269596291,0,0.40422013,0.185308257
K_00055,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.1552,163.3735,0,0,0,0,0.0528,0.0378,0.2175,0,0,0.0087,0.0817,0.1096,0.0794,0,0,0,0,0,0,0.6253,0.232177185,0,0.050298731,0.040698985,0,0.299532152,0.002592948
K_00056,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.169,163.3482,0.065,0,0,0,0.0392,0,0.3121,0,0,0,0.158,0.0515,0.0014,0,0,0,0,0,0,0.8711,0.5683094,0,0,0.029351666,0,0.273438934,0
K_00057,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.169,163.3482,0.0447,0,0,0,0.0766,0,0.9304,0,0,0,0.2088,0.0953,0.0027,0,0,0,0,0.0454,0,2.0246,1.003046857,0,0.01625852,0.283999448,0,0.675023349,0.046271826
K_00058,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.169,163.3482,0.2468,0,0,0,0.1371,0,1.6399,0,0,0,0.3779,0.1604,0.0186,0,0,0,0,0.0571,0,3.059,1.595723385,0,0.080959745,0.445355978,0,0.884238863,0.052722029
K_00059,nbp97_1,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.169,163.3482,0.2705,0,0,0,0.1675,0.0195,1.8873,0,0,0.0123,0.5049,0.1749,0.0164,0,0,0,0,0.0087,0,3.5314,0.767064404,0.030487074,0.021891138,0.120834802,0,2.568736939,0.022385642
K_00060,nbp97_8,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.4762,176.0942,0.0736,0,0,0,0,0.015,0.678,0,0.0076,0.0056,0.3838,0.2735,0.0094,0,0,0,0,0.0334,0,1.4159,0.606242313,0,0.032569075,0,0,0.716529856,0.060558756
K_00061,nbp97_8,U.S. JGOFS AESOPS,19970106,1997,1,6,-76.4762,176.0942,0.0882,0,0,0,0,0,0.6832,0,0,0,1.0375,0.1064,0.0235,0,0,0,0,0.0327,0,2.5477,1.258699421,0,0.011649664,0,0,1.251122111,0.026228805
K_00062,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1625,0.009,0,0.007,0,0.001,0.01,0.014,0,0,0.001,0.038,0.003,0.001,0,0,0,0,0.017,0,0.069,0.022446674,0.004351543,0,0.00233019,0,0.007253485,0.032618109
K_00063,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1627,0.007,0,0.013,0,0.013,0.012,0.024,0,0,0.009,0.061,0.023,0.001,0.003,0,0,0,0.02,0,0.141,0.072464725,0.003029831,0.000559004,0.010816136,0.010057279,0.025358962,0.018714063
K_00064,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1627,0.009,0,0.019,0,0.015,0.012,0.025,0,0,0.01,0.063,0.026,0.001,0.003,0,0,0,0.021,0,0.137,0.069891636,0.002275396,0.000520613,0.011672458,0.008788564,0.025368576,0.018482757
K_00065,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1627,0.008,0,0.017,0,0.012,0.011,0.027,0,0,0.01,0.065,0.025,0.001,0.004,0,0,0,0.022,0,0.151,0.075016389,0,0.000543556,0.009721161,0.014441063,0.031215865,0.020061965
K_00066,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1625,0.015,0,0.03,0,0.006,0.014,0.042,0,0,0.013,0.099,0.025,0.002,0.004,0,0,0,0.037,0,0.181,0.096099856,0,0.000949518,0.00427472,0.007855793,0.042721467,0.029098645
K_00067,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1625,0.018,0,0.032,0,0.008,0.016,0.043,0,0,0.008,0.094,0.015,0.001,0.002,0,0,0,0.032,0,0.169,0.094831665,0.000101077,0.000470926,0.005669129,0,0.043427219,0.024499984
K_00068,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1625,0.02,0,0.027,0,0.005,0.027,0.052,0,0,0.007,0.096,0.007,0.003,0.001,0,0,0,0.069,0,0.225,0.106250457,0.01879137,0.001555741,0.003886047,0,0.038662781,0.055853604
K_00069,rr_7,U.S. JGOFS AESOPS,19970107,1997,1,7,-56.8433,-170.1625,0.019,0,0.039,0,0.005,0.024,0.053,0,0,0.011,0.114,0.014,0.004,0.002,0,0,0,0.063,0,0.217,0.112756755,0.00739027,0.001852847,0.003470229,0,0.045044397,0.046485503
K_00070,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.0283,0,0,0,0,0,0.0273,0,0,0,0.1653,0.0367,0.0061,0,0,0,0,0,0,0.2377,0.230751634,0,0.006940895,7.47E-06,0,0,0
K_00071,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.0243,0,0,0,0,0,0.0374,0,0.013,0,0.1478,0.0472,0.0176,0,0,0,0,0,0,0.2245,0.205214113,0,0.019285887,0,0,0,0
K_00072,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.0404,0,0,0,0.0098,0.0053,0.0387,0,0.0046,0,0.2116,0.0439,0.0198,0,0,0,0,0,0,0.3224,0.284338039,0,0.024834199,0.012175038,0,0,0.001052723
K_00073,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.0309,0,0,0,0,0.0119,0.0478,0,0,0,0.157,0.0364,0.015,0,0,0,0,0,0,0.247,0.182482354,0.007380145,0.030232356,0,0,0.026905145,0
K_00074,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.0682,0,0,0,0,0,0.0718,0,0,0,0.4408,0.0521,0.022,0,0,0,0,0,0,0.6341,0.546852915,0,0.011160545,0,0,0.076060148,2.64E-05
K_00075,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.1024,0,0,0,0,0.0305,0.0771,0,0,0,0.6243,0.0601,0.0237,0,0,0,0,0,0,0.8622,0.751291543,0.02090932,0.022137723,1.25E-05,0,0.067848879,0
K_00076,nbp97_1,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5012,169.0067,0.1273,0,0,0,0.0157,0.002,0.1046,0,0,0.0157,0.7881,0.0796,0.0394,0,0.0066,0,0,0,0,1.0903,0.921527507,0,0.036720637,0.014985187,0,0.11706667,0
K_00077,nbp97_8,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5,-178.0235,0,0,0,0,0,0.0164,0.0264,0,0.0077,0.0077,0.0425,0.0198,0,0,0,0,0,0.0512,0,0.2582,0.060786088,0.00470012,0,0,0,0.021646861,0.171066932
K_00078,nbp97_8,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5,-178.0235,0,0,0,0,0,0,0.0526,0,0.0057,0.0054,0.0291,0.01,0,0,0,0,0,0.0468,0,0.2129,0.040011312,0,0,0,0,0.073914956,0.098973732
K_00079,nbp97_8,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5,-178.0235,0.0016,0,0,0,0,0.0047,0.0553,0,0.0076,0.0101,0.028,0.0181,0.005,0,0.0045,0,0,0.0439,0,0.219,0.033015444,0.005295206,0.035742807,8.27E-06,0,0.062833367,0.082104911
K_00080,nbp97_8,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5,-178.0235,0,0,0,0,0,0.0059,0.0631,0,0.0037,0,0.0256,0.0095,0,0,0,0,0,0.019,0,0.1884,0.040712733,0.005320249,0,0,0,0.110596857,0.03177016
K_00081,nbp97_8,U.S. JGOFS AESOPS,19970108,1997,1,8,-76.5,-178.0235,0,0,0,0,0,0.0023,0.0729,0,0.01,0.008,0,0.0174,0,0,0,0,0,0.0471,0,0.2636,5.85E-05,0.000853751,0,0,0,0.112348189,0.150339603
K_00082,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.032,0,0,0,0,0.0087,0.0802,0,0.0112,0.0051,0.1627,0.0151,0.0045,0,0.0041,0,0,0.0548,0,0.4238,0.159020233,0,0.024844732,0,0,0.052769673,0.187165362
K_00083,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.0472,0,0,0,0,0.0253,0.106,0,0.0109,0.0077,0.4481,0.0808,0.0368,0,0.0333,0,0,0.067,0,0.8235,0.449062599,0,0.220796814,0,0,0.012603233,0.141037355
K_00084,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.0753,0,0,0,0,0.0169,0.1246,0,0.013,0.0088,0.58,0.0662,0.0165,0,0.0149,0,0,0.0729,0,0.9915,0.626961878,0,0.111552217,1.06E-05,0,0.006601997,0.246373302
K_00085,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.1352,0,0,0,0,0.0324,0.1959,0,0.0173,0.0135,0.9924,0.0817,0.0319,0,0.0288,0,0,0.0949,0,1.6179,1.053122772,0.05038267,0.023794533,0,0,0.098247946,0.392352078
K_00086,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.0451,0,0,0,0,0.0087,0.4021,0,0,0.0033,0.1527,0.0547,0.0033,0,0.003,0,0,0.0249,0,1.0433,0.256686912,0.00395203,0.015926135,0,0,0.745639209,0.021095714
K_00087,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5095,179.9342,0.0264,0,0,0,0,0.0027,0.5969,0,0,0,0.2462,0.0832,0.0027,0,0.0024,0,0,0.0087,0,1.3988,0.390199172,0.000203539,0.012291556,0,0,0.989175992,0.006929742
K_00088,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5003,175.999,0.0719,0,0,0,0.0459,0.0168,0.7544,0,0.0163,0.006,0.4106,0.3355,0.026,0,0,0,0,0,0,1.1839,0.719533921,0,0.11502329,0.039070078,0,0.310272711,0
K_00089,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5003,175.999,0.0725,0,0,0,0.0193,0.0116,0.7722,0,0,0.0026,0.3839,0.3721,0.0208,0,0.0094,0,0,0.0034,0,1.1828,0.128697437,0,0.041990452,0.016646863,0,0.977157224,0.018308024
K_00090,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5003,175.999,0.0529,0,0,0,0.0285,0.0034,0.7985,0,0.004,0.0045,0.2999,0.3374,0.0103,0,0.0046,0,0,0,0,1.092,0.537917447,0,0.04924476,0.027658069,0,0.477179724,0
K_00091,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5003,175.999,0.0892,0,0,0,0.0372,0.0132,0.8623,0,0.0092,0.003,0.4338,0.3077,0.0148,0,0.0018,0,0,0.0234,0,1.5408,0.528404187,0.01934485,0.054870206,0.026483002,0,0.881992713,0.029705042
K_00092,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5003,175.999,0.0865,0,0,0,0.0309,0.0145,0.9078,0,0,0.0132,0.4819,0.3112,0.014,0,0,0,0,0,0,1.6818,0.48212317,0.00906305,0.012388551,0.028475428,0,1.1497498,0
K_00093,nbp97_8,U.S. JGOFS AESOPS,19970109,1997,1,9,-76.5058,177.975,0.0207,0,0,0,0,0.0084,0.9136,0,0,0,0.2326,7.00E-04,0,0,0,0,0,0,0,1.7016,0.688493069,0,0,0,0,1.013106931,0
